s,a,r,sp
32262,4,0,31767
31767,4,0,31272
31272,3,-25,30275
30275,3,-25,29779
29779,4,0,28781
28781,5,-25,28284
28284,4,0,27786
27786,4,0,26787
26787,6,-100,26288
26288,5,-25,25788
25788,6,-100,25289
25289,4,0,24788
24788,5,-25,23788
23788,4,0,23286
23286,3,-25,22285
22285,2,-100,21282
21282,3,-25,20279
20279,5,-25,19775
19775,3,-25,19271
19271,3,-25,18266
18266,3,-25,17761
17761,5,-25,17255
17255,2,-100,16249
16249,4,0,15743
15743,2,-100,15236
15236,3,-25,14728
14728,5,-25,14721
14721,5,-25,14714
14714,3,-25,14206
14206,4,0,14199
14199,2,-100,14191
14191,5,-25,14183
14183,3,-25,14176
14176,5,-25,14669
14669,4,0,15162
15162,3,-25,15655
15655,3,-25,15649
15649,2,-100,16142
16142,2,-100,16136
16136,5,-25,17131
17131,4,0,17626
17626,2,-100,18121
18121,5,-25,19117
19117,3,-25,19614
19614,4,0,20611
20611,4,0,21608
21608,5,-25,22106
22106,5,-25,23105
23105,4,0,24105
24105,5,-25,25105
25105,5,-25,26106
26106,4,0,27108
27108,3,-25,27610
27610,5,-25,28612
28612,5,-25,29616
29616,6,-100,30620
30620,3,-25,31624
31624,4,0,32130
32130,6,-100,33135
33135,6,-100,34142
34142,3,-25,34649
34649,4,0,35156
35156,4,0,35664
35664,3,-25,36171
36171,6,-100,36680
36680,5,-25,37188
37188,4,0,37197
37197,3,-25,37205
37205,3,-25,37214
37214,6,-100,37223
37223,6,-100,37231
37231,4,0,37240
37240,4,0,36748
36748,4,0,36256
36256,4,0,35764
35764,3,-25,35271
35271,5,-25,34778
34778,5,-25,34284
34284,3,-25,33290
33290,5,-25,32795
32795,5,-25,31800
31800,6,-100,31304
31304,5,-25,30808
30808,4,0,29812
29812,5,-25,29315
29315,4,0,28317
28317,6,-100,27819
27819,6,-100,27320
27320,4,0,26321
26321,4,0,25321
25321,6,-100,24821
24821,3,-25,23820
23820,4,0,22818
22818,5,-25,21816
21816,3,-25,20813
20813,3,-25,19810
19810,4,0,18805
18805,4,0,18301
18301,4,0,17295
17295,3,-25,16289
16289,5,-25,15783
15783,4,0,15276
15276,4,0,14268
14268,5,-25,13760
13760,2,-100,13252
13252,4,0,12743
12743,4,0,12234
12234,2,-100,11724
11724,2,-100,11215
11215,5,-25,11205
11205,4,0,11195
11195,2,-100,10685
10685,5,-25,11175
11175,3,-25,11166
11166,3,-25,11656
11656,3,-25,11647
11647,4,0,12638
12638,3,-25,13130
13130,5,-25,13622
13622,2,-100,14115
14115,4,0,15108
15108,3,-25,15601
15601,5,-25,16595
16595,5,-25,17590
17590,4,0,18586
18586,2,-100,19082
19082,5,-25,20079
20079,2,-100,21076
21076,4,0,21574
21574,2,-100,22572
22572,5,-25,23571
23571,3,-25,24071
24071,2,-100,25071
25071,6,-100,26072
26072,4,0,27074
27074,5,-25,28076
28076,3,-25,29079
29079,4,0,30082
30082,5,-25,31087
31087,4,0,32092
32092,6,-100,33097
33097,6,-100,34104
34104,5,-25,35112
35112,4,0,36119
36119,3,-25,36628
36628,5,-25,37637
37637,4,0,38146
38146,4,0,38656
38656,6,-100,39667
39667,4,0,40177
40177,3,-25,40188
40188,3,-25,40199
40199,6,-100,40710
40710,3,-25,40221
40221,5,-25,40232
40232,4,0,40242
40242,5,-25,39753
39753,4,0,39263
39263,4,0,38773
38773,3,-25,38282
38282,4,0,37291
37291,5,-25,36799
36799,6,-100,36307
36307,4,0,35315
35315,4,0,34321
34321,6,-100,33827
33827,5,-25,33333
33333,3,-25,32338
32338,5,-25,31343
31343,3,-25,30346
30346,4,0,29349
29349,6,-100,28852
28852,4,0,27854
27854,5,-25,26855
26855,3,-25,25856
25856,6,-100,25356
25356,5,-25,24356
24356,2,-100,23354
23354,2,-100,22352
22352,5,-25,21350
21350,4,0,20346
20346,2,-100,19342
19342,5,-25,18337
18337,5,-25,17832
17832,4,0,16826
16826,5,-25,15820
15820,3,-25,14812
14812,2,-100,13804
13804,5,-25,12796
12796,2,-100,11786
11786,5,-25,11277
11277,5,-25,10767
10767,4,0,10256
10256,5,-25,9745
9745,2,-100,8734
8734,3,-25,8722
8722,4,0,8211
8211,3,-25,8199
8199,2,-100,7687
7687,4,0,8175
8175,4,0,8163
8163,4,0,8651
8651,3,-25,9140
9140,4,0,9630
9630,4,0,10619
10619,3,-25,11110
11110,4,0,11600
11600,4,0,12592
12592,3,-25,13584
13584,5,-25,14576
14576,4,0,15570
15570,3,-25,16064
16064,2,-100,16558
16558,2,-100,17553
17553,2,-100,18048
18048,4,0,19044
19044,4,0,19540
19540,5,-25,21037
21037,4,0,21535
21535,3,-25,22534
22534,4,0,23533
23533,2,-100,24032
24032,4,0,24532
24532,4,0,25532
25532,3,-25,26033
26033,4,0,27035
27035,3,-25,28037
28037,3,-25,28540
28540,3,-25,29543
29543,6,-100,30547
30547,5,-25,31552
31552,5,-25,32558
32558,6,-100,34064
34064,5,-25,35071
35071,4,0,36079
36079,6,-100,37088
37088,4,0,38097
38097,4,0,39107
39107,5,-25,40118
40118,3,-25,40629
40629,6,-100,41641
41641,3,-25,42153
42153,6,-100,43166
43166,4,0,43179
43179,3,-25,43692
43692,4,0,43705
43705,5,-25,43718
43718,4,0,43732
43732,3,-25,43244
43244,4,0,42757
42757,4,0,42269
42269,5,-25,41781
41781,4,0,41293
41293,4,0,40304
40304,4,0,39814
39814,5,-25,38824
38824,6,-100,38333
38333,3,-25,37342
37342,5,-25,36350
36350,3,-25,35357
35357,3,-25,34363
34363,3,-25,33369
33369,5,-25,32374
32374,6,-100,31879
31879,3,-25,30883
30883,5,-25,30387
30387,6,-100,29890
29890,6,-100,29393
29393,5,-25,28896
28896,5,-25,27898
27898,3,-25,27399
27399,4,0,26400
26400,6,-100,25901
25901,5,-25,25401
25401,3,-25,24401
24401,5,-25,23900
23900,5,-25,23398
23398,2,-100,22397
22397,5,-25,21894
21894,4,0,20891
20891,2,-100,19887
19887,4,0,18883
18883,2,-100,17878
17878,2,-100,16872
16872,3,-25,15865
15865,5,-25,14858
14858,2,-100,13850
13850,3,-25,12341
12341,5,-25,11832
11832,5,-25,10822
10822,4,0,10311
10311,3,-25,8800
8800,2,-100,7788
7788,2,-100,6775
6775,3,-25,5762
5762,3,-25,5248
5248,2,-100,4233
4233,2,-100,3718
3718,2,-100,3203
3203,2,-100,3188
3188,4,0,3172
3172,2,-100,3157
3157,5,-25,3642
3642,2,-100,4128
4128,2,-100,4613
4613,2,-100,5099
5099,2,-100,5586
5586,3,-25,6573
6573,3,-25,7060
25343,5,-25,25213
25213,5,-25,25213
25213,1,-225,24713
24713,1,-225,24212
24212,6,-100,24712
24712,3,-25,24212
24212,4,0,24211
24211,3,-25,24210
24210,7,-225,24210
24210,3,-25,24209
24209,5,-25,24209
24209,4,0,24208
24208,7,-225,24208
24208,7,-225,24707
24707,6,-100,25207
25207,4,0,24707
24707,6,-100,25208
25208,2,-100,24708
24708,3,-25,24707
24707,1,-225,24207
24207,4,0,24207
24207,4,0,24206
24206,6,-100,24706
24706,2,-100,24205
24205,4,0,24205
24205,1,-225,24204
24204,1,-225,23703
23703,4,0,23702
23702,6,-100,24202
24202,7,-225,24201
24201,7,-225,24701
24701,3,-25,24701
24701,1,-225,24200
24200,3,-25,24200
24200,3,-25,24199
24199,1,-225,23699
23699,2,-100,23698
23698,6,-100,24197
24197,5,-25,24196
24196,4,0,24196
24196,7,-225,24696
24696,3,-25,24696
24696,1,-225,24695
24695,7,-225,24695
24695,7,-225,25195
25195,7,-225,25696
25696,6,-100,26197
26197,2,-100,25697
25697,3,-25,25698
25698,3,-25,25699
25699,7,-225,26199
26199,5,-25,26200
26200,5,-25,26701
26701,6,-100,26703
26703,2,-100,26704
26704,6,-100,26705
26705,3,-25,26707
26707,3,-25,26708
26708,1,-225,26209
26209,7,-225,26710
26710,3,-25,26211
26211,1,-225,25711
25711,7,-225,26212
26212,3,-25,25713
25713,6,-100,26214
26214,5,-25,26214
26214,5,-25,26215
26215,2,-100,25716
25716,1,-225,25216
25216,5,-25,25217
25217,2,-100,25217
25217,7,-225,25217
25217,7,-225,25217
25217,1,-225,24717
24717,3,-25,24717
24717,7,-225,24717
24717,5,-25,24717
24717,1,-225,24216
24216,6,-100,24716
24716,7,-225,24716
24716,2,-100,24216
24216,4,0,24215
24215,4,0,24215
24215,7,-225,24214
24214,1,-225,23713
23713,1,-225,23712
23712,6,-100,23712
23712,2,-100,23210
23210,5,-25,23709
23709,3,-25,23208
23208,6,-100,23707
23707,4,0,23706
23706,3,-25,23205
23205,1,-225,23204
23204,5,-25,23203
23203,3,-25,23201
23201,5,-25,23200
23200,6,-100,23699
23699,2,-100,23198
23198,3,-25,23197
23197,5,-25,23696
23696,7,-225,23695
23695,4,0,24194
24194,7,-225,24694
24694,3,-25,24194
24194,1,-225,24193
24193,3,-25,24193
24193,7,-225,24693
24693,7,-225,25193
25193,2,-100,24693
24693,2,-100,24692
24692,1,-225,24692
24692,3,-25,24692
24692,2,-100,24191
24191,3,-25,24191
24191,3,-25,24190
24190,1,-225,24190
24190,3,-25,24189
24189,4,0,24189
24189,5,-25,24689
24689,1,-225,24688
24688,4,0,24688
24688,2,-100,24688
24688,7,-225,25188
25188,1,-225,24688
24688,4,0,25188
25188,6,-100,25689
25689,4,0,25689
25689,3,-25,25690
25690,6,-100,26191
26191,2,-100,26191
26191,1,-225,25692
25692,7,-225,26193
26193,4,0,26694
26694,7,-225,26695
26695,7,-225,27197
27197,3,-25,27199
27199,6,-100,27701
27701,5,-25,27703
27703,6,-100,28205
28205,1,-225,27707
27707,5,-25,28209
28209,6,-100,28211
28211,4,0,28214
28214,4,0,28216
28216,6,-100,28218
28218,1,-225,27720
27720,3,-25,27722
27722,3,-25,27223
27223,4,0,27225
27225,4,0,26726
26726,4,0,26727
26727,3,-25,26228
26228,4,0,25729
25729,5,-25,25729
25729,1,-225,25230
25230,7,-225,25230
25230,1,-225,24730
24730,1,-225,24229
24229,6,-100,24228
24228,5,-25,24228
24228,5,-25,24227
24227,3,-25,23726
23726,2,-100,23225
23225,5,-25,23224
23224,4,0,22722
22722,4,0,22720
22720,5,-25,22719
22719,7,-225,22717
22717,2,-100,22215
22215,5,-25,22214
22214,2,-100,22212
22212,3,-25,21709
21709,1,-225,21207
21207,5,-25,21704
21704,4,0,21702
21702,4,0,21700
21700,4,0,21697
21697,1,-225,21195
21195,3,-25,21192
21192,2,-100,21190
21190,3,-25,21187
21187,7,-225,21685
21685,5,-25,22183
22183,7,-225,22681
22681,6,-100,23180
23180,5,-25,23679
23679,2,-100,23678
23678,7,-225,24177
24177,4,0,24177
24177,2,-100,24176
24176,5,-25,24676
24676,2,-100,24676
24676,1,-225,24676
24676,7,-225,25176
25176,6,-100,26177
26177,3,-25,26178
26178,2,-100,26179
26179,3,-25,26180
26180,5,-25,26681
26681,6,-100,27183
27183,7,-225,27685
27685,4,0,28187
28187,1,-225,27689
27689,1,-225,27691
27691,7,-225,28193
28193,2,-100,28195
28195,6,-100,28198
28198,4,0,28700
28700,3,-25,28203
28203,1,-225,28205
28205,2,-100,27707
27707,2,-100,27709
27709,1,-225,27210
27210,5,-25,27212
27212,3,-25,27213
27213,5,-25,27215
27215,6,-100,27216
27216,5,-25,27218
27218,6,-100,27220
27220,2,-100,27221
27221,2,-100,26722
26722,6,-100,26723
26723,5,-25,26725
26725,5,-25,26726
26726,4,0,26227
26227,4,0,26227
26227,5,-25,26228
26228,1,-225,25229
25229,3,-25,25229
25229,4,0,24728
24728,4,0,24728
24728,3,-25,24228
24228,1,-225,23727
23727,3,-25,23225
23225,3,-25,22724
22724,7,-225,22722
22722,1,-225,22221
22221,5,-25,22219
22219,3,-25,22217
22217,5,-25,22215
22215,4,0,22213
22213,6,-100,22211
22211,5,-25,22209
22209,5,-25,22707
22707,1,-225,22205
22205,2,-100,21703
21703,6,-100,22201
22201,7,-225,22700
22700,3,-25,22198
22198,5,-25,22696
22696,3,-25,22694
22694,7,-225,23193
23193,4,0,23192
23192,4,0,23190
23190,5,-25,23689
23689,4,0,23689
23689,5,-25,24188
24188,4,0,24187
24187,2,-100,24187
24187,6,-100,24687
24687,7,-225,25187
25187,2,-100,25187
25187,1,-225,24687
24687,3,-25,24687
24687,7,-225,25187
25187,3,-25,25187
25187,5,-25,25688
25688,6,-100,26189
26189,7,-225,26690
26690,4,0,26691
26691,6,-100,27193
27193,2,-100,27195
27195,2,-100,27196
27196,3,-25,26697
26697,2,-100,26699
26699,1,-225,26200
26200,1,-225,26200
26200,3,-25,26201
26201,7,-225,26202
26202,2,-100,26203
26203,4,0,26204
26204,5,-25,26205
26205,5,-25,26706
26706,1,-225,26207
26207,5,-25,26208
26208,5,-25,26209
26209,4,0,26210
26210,7,-225,26711
26711,4,0,26712
26712,7,-225,26713
26713,3,-25,26714
26714,4,0,26216
26216,7,-225,26717
26717,1,-225,26218
26218,6,-100,26219
26219,4,0,26219
26219,1,-225,25720
25720,7,-225,25721
25721,6,-100,26221
26221,2,-100,25722
25722,6,-100,25722
25722,6,-100,25723
25723,1,-225,25223
25223,1,-225,24723
24723,1,-225,24223
24223,1,-225,23722
23722,7,-225,23721
23721,1,-225,23220
23220,3,-25,23219
23219,1,-225,22717
22717,1,-225,22215
22215,5,-25,22213
22213,2,-100,21711
21711,3,-25,21709
21709,3,-25,21706
21706,6,-100,21704
21704,1,-225,21202
21202,2,-100,21199
21199,6,-100,21697
21697,7,-225,21695
21695,6,-100,22193
22193,6,-100,22691
22691,3,-25,22690
22690,5,-25,23188
23188,6,-100,23687
23687,7,-225,24187
24187,5,-25,24186
24186,5,-25,24686
24686,7,-225,25186
25186,3,-25,25187
25187,5,-25,25687
25687,3,-25,25688
25688,4,0,25688
25688,1,-225,25689
25689,6,-100,26190
26190,2,-100,26191
26191,7,-225,26692
26692,1,-225,26193
26193,4,0,26694
26694,5,-25,26695
26695,3,-25,26696
26696,7,-225,27198
27198,5,-25,27199
27199,4,0,27201
27201,2,-100,27203
27203,5,-25,27204
27204,4,0,27206
27206,2,-100,27207
27207,7,-225,27209
27209,5,-25,27211
27211,6,-100,27713
27713,4,0,27714
27714,1,-225,27216
27216,4,0,27217
27217,4,0,26719
26719,6,-100,27220
27220,7,-225,27222
27222,3,-25,26723
26723,1,-225,26224
26224,7,-225,26225
26225,2,-100,25726
25726,6,-100,26227
26227,3,-25,25727
25727,3,-25,25227
25227,4,0,25227
25227,4,0,24727
24727,1,-225,24227
24227,4,0,24226
24226,6,-100,24225
24225,3,-25,23724
23724,3,-25,23223
23223,6,-100,23722
23722,3,-25,23221
23221,2,-100,22719
22719,6,-100,22718
22718,6,-100,23216
23216,7,-225,23215
23215,1,-225,22714
22714,5,-25,22712
22712,6,-100,23211
23211,2,-100,22709
22709,3,-25,22707
22707,5,-25,22706
22706,5,-25,22704
22704,3,-25,22702
22702,5,-25,22701
22701,6,-100,23200
23200,1,-225,22698
22698,6,-100,23197
23197,4,0,23196
23196,7,-225,23695
23695,4,0,23694
23694,4,0,23693
23693,7,-225,24193
24193,5,-25,24693
24693,7,-225,25193
25193,4,0,25193
25193,7,-225,25694
25694,2,-100,25694
25694,4,0,25694
25694,6,-100,26195
26195,1,-225,25696
25696,2,-100,25696
25696,2,-100,25196
25196,6,-100,25697
25697,3,-25,25698
25698,1,-225,25698
25698,3,-25,25198
25198,6,-100,25699
25699,1,-225,25699
25699,3,-25,25200
25200,7,-225,25700
25700,1,-225,25701
25701,6,-100,25701
25701,5,-25,26202
26202,6,-100,26203
26203,3,-25,26204
26204,6,-100,26705
26705,5,-25,26706
26706,5,-25,26708
26708,2,-100,26709
26709,4,0,26710
26710,7,-225,26711
26711,1,-225,26212
26212,1,-225,26213
26213,1,-225,25713
25713,1,-225,25214
25214,5,-25,25214
25214,1,-225,24714
24714,2,-100,24213
24213,4,0,24213
24213,1,-225,24212
24212,5,-25,24212
24212,2,-100,23711
23711,1,-225,23210
23210,2,-100,22708
22708,5,-25,23207
23207,1,-225,22705
22705,7,-225,23204
23204,2,-100,22702
22702,7,-225,23201
23201,4,0,23200
23200,4,0,23198
23198,1,-225,22697
22697,3,-25,22695
22695,2,-100,22694
22694,1,-225,22192
22192,3,-25,22190
22190,7,-225,22689
22689,5,-25,23188
23188,3,-25,23186
23186,5,-25,23685
23685,1,-225,23684
23684,1,-225,23183
23183,3,-25,23682
23682,6,-100,24181
24181,5,-25,24181
24181,7,-225,25181
25181,7,-225,25682
25682,2,-100,25682
25682,2,-100,25182
25182,6,-100,25683
25683,7,-225,26684
26684,3,-25,26685
26685,3,-25,26686
26686,3,-25,26687
26687,2,-100,26689
26689,6,-100,27190
27190,4,0,27192
27192,1,-225,27193
27193,2,-100,26694
26694,2,-100,26695
26695,3,-25,26697
26697,4,0,26698
26698,7,-225,27199
27199,4,0,27201
27201,5,-25,27202
27202,4,0,27204
27204,7,-225,27706
27706,2,-100,27208
27208,3,-25,27209
27209,1,-225,26710
26710,4,0,26712
26712,3,-25,26713
26713,4,0,26214
26214,7,-225,26715
26715,3,-25,26216
26216,5,-25,26217
26217,6,-100,26718
26718,6,-100,26719
26719,3,-25,26220
26220,7,-225,26721
26721,2,-100,26222
26222,3,-25,25723
25723,7,-225,25723
25723,1,-225,25224
25224,1,-225,24724
24724,2,-100,24223
24223,1,-225,23722
25343,2,-100,24691
24691,3,-25,24691
24691,4,0,24691
24691,5,-25,25191
25191,6,-100,25692
25692,6,-100,26192
26192,4,0,26193
26193,4,0,26194
26194,4,0,26695
26695,4,0,26697
26697,4,0,26698
26698,5,-25,26699
26699,4,0,27201
27201,6,-100,27202
27202,5,-25,27704
27704,3,-25,27206
27206,5,-25,27708
27708,5,-25,27710
27710,3,-25,27211
27211,6,-100,27713
27713,5,-25,27715
27715,4,0,27717
27717,5,-25,27719
27719,3,-25,27221
27221,6,-100,27722
27722,3,-25,27224
27224,4,0,26725
26725,6,-100,27227
27227,6,-100,27228
27228,6,-100,27230
27230,3,-25,26731
26731,4,0,26732
26732,3,-25,26233
26233,5,-25,25734
25734,3,-25,25234
25234,6,-100,25234
25234,3,-25,25234
25234,4,0,24734
24734,5,-25,24734
24734,2,-100,23733
23733,2,-100,23232
23232,2,-100,22730
22730,2,-100,22228
22228,3,-25,21726
21726,2,-100,21224
21224,3,-25,20721
20721,4,0,20718
20718,2,-100,20214
20214,4,0,20211
20211,4,0,20207
20207,2,-100,19704
19704,2,-100,19200
19200,3,-25,19196
19196,3,-25,19192
19192,2,-100,19188
19188,3,-25,19184
19184,5,-25,19680
19680,5,-25,19676
19676,2,-100,19673
19673,5,-25,20169
20169,3,-25,20666
20666,4,0,21164
21164,2,-100,21161
21161,4,0,21659
21659,3,-25,21656
21656,4,0,22155
22155,5,-25,23153
23153,3,-25,23152
23152,4,0,23651
23651,5,-25,24651
24651,3,-25,25151
25151,6,-100,25652
25652,6,-100,26653
26653,5,-25,27155
27155,6,-100,28157
28157,4,0,28660
28660,4,0,29162
29162,5,-25,29666
29666,6,-100,30170
30170,3,-25,30674
30674,3,-25,30678
30678,5,-25,31182
31182,6,-100,31687
31687,4,0,32192
32192,6,-100,32197
32197,5,-25,32703
32703,5,-25,32708
32708,5,-25,32714
32714,4,0,32719
32719,3,-25,32725
32725,5,-25,32730
32730,6,-100,32735
32735,3,-25,32240
32240,5,-25,31745
31745,6,-100,31750
31750,6,-100,31755
31755,4,0,31259
31259,3,-25,30263
30263,4,0,29766
29766,3,-25,29269
29269,6,-100,28772
28772,6,-100,28274
28274,5,-25,27776
27776,5,-25,27278
27278,3,-25,26779
26779,5,-25,26280
26280,4,0,25280
25280,5,-25,24780
24780,5,-25,24279
24279,4,0,23778
23778,4,0,22777
22777,3,-25,21775
21775,5,-25,21272
21272,4,0,20769
20769,2,-100,19766
19766,4,0,19262
19262,2,-100,18257
18257,5,-25,18252
18252,2,-100,17247
17247,2,-100,16741
16741,2,-100,15734
15734,3,-25,15227
15227,2,-100,14720
14720,3,-25,14713
14713,4,0,14205
14205,2,-100,14198
14198,4,0,14190
14190,2,-100,14182
14182,4,0,14175
14175,4,0,14668
14668,2,-100,14660
14660,4,0,15153
15153,4,0,15647
15647,3,-25,16140
16140,5,-25,16635
16635,4,0,17129
17129,5,-25,18125
18125,5,-25,19121
19121,4,0,20117
20117,4,0,20614
20614,2,-100,21111
21111,4,0,22109
22109,5,-25,23108
23108,4,0,23607
23607,3,-25,24607
24607,4,0,25107
25107,6,-100,26609
26609,5,-25,27610
27610,4,0,28113
28113,6,-100,29616
29616,5,-25,30120
30120,5,-25,31124
31124,4,0,32129
32129,5,-25,32635
32635,4,0,33641
33641,4,0,34148
34148,3,-25,34654
34654,6,-100,35662
35662,6,-100,36170
36170,5,-25,36678
36678,4,0,37187
37187,4,0,37195
37195,4,0,37204
37204,6,-100,37713
37713,3,-25,37222
37222,4,0,37230
37230,6,-100,37239
37239,6,-100,37248
37248,6,-100,37256
37256,4,0,36764
36764,5,-25,36272
36272,6,-100,35780
35780,6,-100,35287
35287,4,0,34794
34794,5,-25,34300
34300,6,-100,33806
33806,4,0,32812
32812,6,-100,32317
32317,3,-25,31321
31321,5,-25,30325
30325,4,0,29328
29328,4,0,28330
28330,5,-25,27832
27832,5,-25,26834
26834,6,-100,26335
26335,4,0,25335
25335,4,0,24335
24335,2,-100,23333
23333,4,0,22331
22331,3,-25,21329
21329,3,-25,20325
20325,4,0,19321
19321,3,-25,18316
18316,2,-100,16811
16811,3,-25,15804
15804,2,-100,14797
14797,5,-25,14290
14290,2,-100,13281
13281,3,-25,12272
12272,4,0,11763
11763,5,-25,11253
11253,5,-25,10743
10743,5,-25,10733
10733,4,0,10222
10222,2,-100,9711
9711,5,-25,9701
9701,2,-100,9690
9690,4,0,9679
9679,3,-25,9668
9668,5,-25,10158
10158,3,-25,10648
10648,4,0,11138
11138,2,-100,11629
11629,5,-25,12120
12120,3,-25,13112
13112,5,-25,14104
14104,3,-25,14597
14597,2,-100,15090
15090,2,-100,15584
15584,5,-25,16578
16578,3,-25,17573
17573,4,0,18568
18568,2,-100,19064
19064,2,-100,19561
19561,5,-25,21058
21058,5,-25,22056
22056,3,-25,22554
22554,2,-100,23053
23053,4,0,24053
24053,3,-25,25053
25053,6,-100,26054
26054,4,0,27056
27056,3,-25,28058
28058,5,-25,29061
29061,6,-100,30065
30065,6,-100,31569
31569,5,-25,32575
32575,4,0,33581
33581,4,0,34588
34588,3,-25,35095
35095,3,-25,36103
36103,6,-100,37111
37111,4,0,38121
38121,5,-25,38630
38630,6,-100,39641
39641,6,-100,40652
40652,3,-25,41164
41164,3,-25,41675
41675,4,0,41687
41687,5,-25,42199
42199,3,-25,42211
42211,3,-25,41723
41723,5,-25,41735
41735,4,0,41747
41747,6,-100,41258
41258,4,0,40770
40770,5,-25,40280
40280,3,-25,39791
39791,5,-25,38801
38801,3,-25,37810
37810,6,-100,37318
37318,5,-25,36827
36827,6,-100,36334
36334,6,-100,35342
35342,6,-100,34849
34849,5,-25,34355
34355,4,0,33361
33361,5,-25,32366
32366,3,-25,31370
31370,3,-25,30374
30374,6,-100,29877
29877,3,-25,28880
28880,6,-100,28382
28382,3,-25,27383
27383,3,-25,26384
26384,4,0,25384
25384,4,0,24384
24384,3,-25,23383
23383,5,-25,22881
22881,2,-100,21879
21879,4,0,20876
20876,3,-25,19872
19872,2,-100,18868
18868,3,-25,17863
17863,2,-100,16357
16357,2,-100,15350
15350,2,-100,13842
13842,3,-25,12833
12833,2,-100,11824
11824,4,0,10813
10813,5,-25,9803
9803,4,0,9291
9291,2,-100,7779
7779,4,0,7267
7267,5,-25,6754
6754,2,-100,5741
5741,3,-25,5227
5227,3,-25,5213
5213,4,0,4699
4699,2,-100,4685
4685,4,0,4670
4670,3,-25,5156
5156,2,-100,5143
5143,4,0,5629
5629,5,-25,6616
6616,2,-100,7104
7104,2,-100,7592
7592,3,-25,8580
8580,3,-25,9069
9069,4,0,10059
10059,4,0,11049
11049,5,-25,12040
12040,3,-25,13032
13032,4,0,13524
13524,3,-25,14516
14516,3,-25,15009
15009,3,-25,15503
15503,3,-25,25001
25001,4,0,25501
25501,4,0,26002
26002,4,0,27003
27003,5,-25,27505
27505,6,-100,28508
28508,6,-100,29512
29512,4,0,30516
30516,4,0,31020
31020,3,-25,32025
32025,4,0,32531
32531,5,-25,33537
33537,4,0,34544
34544,5,-25,35552
35552,5,-25,36560
36560,6,-100,38070
38070,5,-25,39080
39080,3,-25,40090
40090,3,-25,40602
40602,5,-25,41613
41613,3,-25,42126
42126,4,0,43139
43139,3,-25,43652
43652,3,-25,44165
44165,3,-25,44179
44179,4,0,44693
44693,3,-25,44707
44707,6,-100,44721
44721,3,-25,44734
44734,6,-100,44748
44748,3,-25,43762
43762,3,-25,43274
43274,3,-25,42287
42287,6,-100,41799
41799,6,-100,41310
41310,3,-25,40321
40321,3,-25,39331
39331,6,-100,38841
38841,6,-100,38350
38350,3,-25,37359
37359,4,0,36367
36367,5,-25,35374
35374,6,-100,34881
34881,6,-100,34387
34387,5,-25,33894
33894,5,-25,33399
33399,6,-100,32905
32905,3,-25,31909
31909,5,-25,31414
31414,3,-25,30417
30417,6,-100,30421
30421,5,-25,29924
29924,5,-25,29427
29427,6,-100,29430
29430,6,-100,28933
28933,5,-25,28935
28935,5,-25,28438
28438,3,-25,27940
27940,3,-25,27441
27441,3,-25,26442
26442,4,0,26443
26443,5,-25,25943
25943,5,-25,25944
25944,5,-25,25444
25444,6,-100,25444
25444,3,-25,24944
24944,3,-25,24444
24444,3,-25,23943
23943,2,-100,23442
23442,5,-25,22940
22940,2,-100,22438
22438,2,-100,21435
21435,4,0,20932
20932,4,0,20429
20429,5,-25,20426
20426,3,-25,19422
19422,5,-25,18917
18917,4,0,18413
18413,3,-25,17907
17907,3,-25,16902
16902,2,-100,15895
15895,2,-100,14888
14888,3,-25,13880
13880,4,0,12871
12871,3,-25,11862
11862,3,-25,10851
10851,3,-25,9840
